id,mass,RT,Intensity
97,191.1541653406547,170.73899841308594,65861.40625
98,191.1541822995895,135.07400512695312,130782.796875
99,203.11785566403054,4.4662299156188965,902507.0
100,205.04734945554625,196.76499938964844,40719.37109375
101,234.91798582595823,103.37799835205078,50736.33984375
102,234.91796055393874,70.32450103759766,53923.6796875
103,234.918045702103,21.78809928894043,51680.6875
104,273.1343691859004,150.81199645996094,101892.0390625
105,273.1343369194654,78.26300048828125,117622.5625
106,273.1343771942864,118.00199890136719,115441.796875
107,332.2795125054778,192.947998046875,67717.8671875
108,100.11205600682007,95.43190002441406,95747.0078125
109,111.06653095484437,192.947998046875,146635.078125
110,115.06322041913894,39.94419860839844,74176.8125
111,121.96615185259284,145.66000366210938,135963.21875
112,122.94546422334511,145.66000366210938,56115.26171875
113,122.94550279888247,123.15399932861328,51626.515625
114,122.94548298052004,26.97369956970215,58189.63671875
115,122.94547812396326,75.47450256347656,58417.3671875
116,122.94547731351264,53.30609893798828,50211.17578125
117,129.07704533433898,186.35000610351562,48749.1875
118,129.07704460421016,162.8979949951172,30481.779296875
119,130.96652729462903,182.5279998779297,137802.609375
120,130.96652591190642,30.795700073242188,126609.5625
121,130.96652400987608,78.26300048828125,114442.703125
122,130.9665237909217,1.8959800004959106,120256.9140625
123,130.96651882955743,67.76850128173828,114542.8125
124,147.98365493720837,20.515600204467773,63865.421875
125,147.98365588522708,71.64409637451172,60439.05859375
126,147.9836721793315,98.03199768066406,57832.3203125
127,172.1524781425623,177.19900512695312,81847.296875
128,186.22160619750085,152.3179931640625,235528.65625
129,186.22161685644986,28.24650001525879,49708.48828125
130,186.22161452149726,200.73699951171875,88973.65625
131,200.20085424086693,34.80270004272461,100391.5078125
132,200.20081792438754,5.742109775543213,81381.1875
133,205.1434372265937,179.75,48908.625
134,205.14345334869986,99.31159973144531,40917.3515625
135,205.14349014519624,16.322099685668945,37814.2109375
136,205.14340452538607,70.32450103759766,42902.6640625
137,205.1433872318764,88.8583984375,35121.3125
138,205.14339197869842,36.07659912109375,35331.63671875
139,217.1070667559106,132.5189971923828,98646.7109375
140,218.8659360919337,133.7949981689453,95185.8671875
141,218.86591816203202,100.59100341796875,98181.2109375
142,255.05525706749867,194.22000122070312,56209.38671875
143,277.09471515528713,168.18800354003906,100421.8828125
144,277.09471908062835,57.32469940185547,86449.171875
145,277.0947151962393,137.81300354003906,96297.890625
146,277.09474610315135,99.31159973144531,85689.3984375
147,277.09473479030396,168.18800354003906,100421.8828125
148,282.8394062849401,99.31159973144531,206945.265625
149,284.8374382341477,188.8939971923828,44528.9453125
150,284.8375113241712,70.32450103759766,40345.46875
151,284.8375060418263,26.97369956970215,44448.25390625
152,284.8375609027165,125.70899963378906,45149.92578125
153,300.811525124904,133.7949981689453,84812.8828125
154,300.8114575781051,7.391089916229248,74661.859375
155,353.18188639323307,143.10400390625,188099.890625
156,416.2876433527553,202.02499389648438,97197.2421875
157,89.05964447241988,192.947998046875,65780.203125
158,89.0596236027922,49.24589920043945,64803.40625
159,89.0596361233048,124.43000030517578,53233.51953125
160,89.05963388717834,71.64409637451172,62514.078125
161,89.05964865384266,4.4662299156188965,60713.73046875
162,105.95372762140026,162.8979949951172,123423.1875
163,105.9537217060816,28.24650001525879,129368.6953125
164,105.9537122010203,72.9218978881836,129121.6015625
165,105.95371550121344,141.64199829101562,117416.1328125
166,105.95372662910356,99.31159973144531,113474.40625
167,138.91941441991983,152.3179931640625,174222.21875
168,138.91943232545674,59.87820053100586,189742.0625
169,138.9194267981432,30.795700073242188,180366.15625
170,138.91943020596074,92.87449645996094,162254.625
171,138.91943034860984,3.191610097885132,175088.390625
172,145.985475120476,168.18800354003906,113493.390625
173,162.8994449751954,99.31159973144531,335912.0
174,185.09205583732174,153.593994140625,116959.171875
175,200.89383583690952,99.31159973144531,225036.296875
176,243.28742563483073,25.611099243164062,1530096.5
177,250.0508387527398,191.4409942626953,518511.0625
178,260.85752600533493,78.26300048828125,160437.28125
179,139.05019662579122,190.16900634765625,341805.125
180,178.8733904215897,99.31159973144531,633028.25
181,209.06863228965756,202.02499389648438,152049.75
182,209.06870317655208,44.14250183105469,68130.71875
183,209.06865610400095,162.8979949951172,116436.234375
184,209.06869216388796,65.02839660644531,75425.71875
185,209.06868162877922,115.25800323486328,82697.546875
186,216.86781126373572,99.31159973144531,472521.6875
187,226.07911380890738,203.26400756835938,147817.609375
188,297.15993011962945,202.02499389648438,106219.28125
189,298.813500020614,99.31159973144531,285697.5625
190,402.27156811011986,202.02499389648438,116875.2109375
191,403.1696808059061,207.07699584960938,871287.4375
192,413.26864462646773,202.02499389648438,83063.8125
193,446.2981229202784,203.26400756835938,126681.390625
194,463.3050837475216,203.26400756835938,116176.140625
195,138.07743624379427,145.66000366210938,256672.71875
196,152.02205395528216,200.73699951171875,240588.703125
197,240.09447069593193,202.02499389648438,153494.890625
198,275.163915879418,202.02499389648438,153684.8125
199,373.2371901332322,202.02499389648438,193354.015625
200,385.17771422943264,205.73599243164062,185594.421875
201,393.2381570131029,204.50100708007812,65267.21484375
202,403.24790574137626,203.26400756835938,368553.40625
203,415.28409102431266,200.73699951171875,340249.21875
204,424.15757113120293,208.31300354003906,180534.140625
205,472.24097161196937,205.73599243164062,405038.34375
206,103.95548583665094,190.16900634765625,209071.359375
207,235.9129199036555,5.742109775543213,764542.9375
208,273.148183386906,203.26400756835938,58431.06640625
209,378.2636790925247,204.50100708007812,153917.234375
210,399.25299659839226,203.26400756835938,194737.734375
211,401.2686714830243,200.73699951171875,419648.53125
212,409.2044474326073,204.50100708007812,167936.65625
213,455.21937123614106,203.26400756835938,199574.03125
214,484.3059229545844,203.26400756835938,155331.6875
215,70.0730923271621,207.07699584960938,74332.6640625
216,347.2120208754441,205.73599243164062,317652.28125
217,348.22523556094023,205.73599243164062,332117.90625
218,409.27768315588713,203.26400756835938,251229.625
219,415.18793260083714,207.07699584960938,206511.796875
220,432.28279384486274,202.02499389648438,319369.21875
221,458.2249751742038,207.07699584960938,298303.5
222,136.11210802976478,135.07400512695312,711717.75
223,271.1330905008038,207.07699584960938,78289.7109375
224,321.1967383194057,204.50100708007812,239801.65625
225,351.2355914878057,204.50100708007812,174033.5625
226,359.2216907344122,205.73599243164062,83022.59375
227,365.22296490439464,205.73599243164062,2662121.0
228,395.26220789751966,205.73599243164062,204575.390625
229,435.21977476630144,205.73599243164062,198718.28125
230,445.2947632114004,200.73699951171875,373162.375
231,450.23907382235825,205.73599243164062,205126.71875
232,470.2903029622624,205.73599243164062,248010.34375
233,492.2594550103179,209.54800415039062,468150.8125
234,501.3046220291165,205.73599243164062,233861.609375
235,503.3005331799654,205.73599243164062,239002.265625
236,507.278670041107,207.07699584960938,155837.578125
237,514.192466208201,209.54800415039062,149387.296875
238,514.3168490162637,205.73599243164062,451925.25
239,515.3012160646108,205.73599243164062,69627.765625
240,528.2083091976831,210.78399658203125,165846.78125
241,534.343046117038,209.54800415039062,131455.640625
242,85.06454563742125,208.31300354003906,79210.5390625
243,89.02566066552966,207.07699584960938,63228.20703125
244,317.2112068797885,209.54800415039062,142745.84375
245,418.2668714106835,203.26400756835938,931354.875
246,303.1955259735686,209.54800415039062,160772.546875
247,308.1573934716369,202.02499389648438,752717.25
248,335.2216632876664,213.25599670410156,217047.8125
249,344.19433554470976,210.78399658203125,149515.375
250,350.2322916152118,205.73599243164062,824230.9375
251,372.18665574745046,207.07699584960938,313815.1875
252,389.1538687370997,205.73599243164062,535856.375
253,410.25377541366043,214.4929962158203,127413.4921875
254,426.11603891730556,210.78399658203125,203304.0
255,427.24804425460417,210.78399658203125,241178.21875
256,455.24265765816324,210.78399658203125,178514.5
257,462.28485286195007,212.02000427246094,196908.9375
258,497.1940114062203,210.78399658203125,218827.359375
259,733.391946030031,208.31300354003906,203006.390625
260,88.075704219449,222.13999938964844,192438.78125
261,209.08084678682582,205.73599243164062,287028.09375
262,305.1748940054919,213.25599670410156,246487.0625
263,337.2203607690286,207.07699584960938,330118.15625
264,367.23048231207304,209.54800415039062,958287.4375
265,368.2335539976551,209.54800415039062,67572.3125
266,371.1623482626421,205.73599243164062,573907.0625
267,389.23214415803443,215.73300170898438,112982.625
268,413.2323268657479,212.02000427246094,348137.8125
269,418.1707142868808,209.54800415039062,465757.125
270,434.2622567001502,208.31300354003906,214085.625
271,435.2743076495866,205.73599243164062,404489.125
272,476.26425919703604,209.54800415039062,280814.15625
273,495.31104036735064,213.25599670410156,127780.1171875
274,89.0244780954678,207.07699584960938,76765.5078125
275,328.1989353934788,205.73599243164062,244406.640625
276,332.2221871760342,214.4929962158203,126817.4453125
277,377.2322111686682,205.73599243164062,861911.0625
278,383.1620269505044,212.02000427246094,165006.703125
279,386.14456072582993,210.78399658203125,200873.46875
280,392.24297597326694,213.25599670410156,139736.515625
281,397.2409800908999,213.25599670410156,271644.71875
282,400.1600796766633,210.78399658203125,294041.09375
283,403.21018318891134,212.02000427246094,154674.953125
284,406.25885000296154,210.78399658203125,160777.875
285,433.1621136361537,212.02000427246094,317577.53125
286,440.13157500763253,205.73599243164062,348427.3125
287,476.23638164905384,214.4929962158203,159731.703125
288,487.2094687216921,212.02000427246094,156515.546875
289,506.27533083382497,207.07699584960938,583489.5
290,155.03384669886094,207.07699584960938,164907.390625
291,167.03385329663604,203.26400756835938,660578.9375
292,225.0756554478995,203.26400756835938,1195751.125
293,227.09129002219038,207.07699584960938,212709.03125
294,233.1171273713036,207.07699584960938,235361.3125
295,266.14656049568873,205.73599243164062,543071.25
296,280.1258885836396,214.4929962158203,126053.7890625
297,289.14336203973335,207.07699584960938,323242.40625
298,301.1797859954563,205.73599243164062,293750.78125
299,314.1832535865194,209.54800415039062,244336.359375
300,329.10540776055075,212.02000427246094,437276.75
301,330.1781669370233,212.02000427246094,74435.9921875
302,351.18036542840565,213.25599670410156,217273.546875
303,357.1463778186576,205.73599243164062,564362.1875
304,369.1678723919105,210.78399658203125,146406.078125
305,373.20080632861516,213.25599670410156,52895.59765625
306,382.2491476905401,214.4929962158203,102050.109375
307,386.2017504218294,205.73599243164062,425953.71875
308,387.17766750279077,213.25599670410156,213117.515625
309,401.1938802834017,212.02000427246094,262347.375
310,404.1550173316936,213.25599670410156,348238.53125
311,416.3006469856964,210.78399658203125,198193.765625
312,441.1078198666626,212.02000427246094,203434.078125
313,441.2267893452201,208.31300354003906,195616.515625
314,490.2517487712996,212.02000427246094,191320.796875
315,490.2801104052616,209.54800415039062,243366.734375
316,500.30051993120225,205.73599243164062,318378.375
317,513.1889135493789,208.31300354003906,721612.125
318,527.204809023575,205.73599243164062,752565.875
319,535.326976203191,214.4929962158203,93239.296875
320,195.06524847283683,205.73599243164062,331745.75
321,224.09974642331656,203.26400756835938,1160858.875
322,252.13097521730995,205.73599243164062,1000894.0
323,259.1328500714843,208.31300354003906,302343.875
324,266.1103436116482,213.25599670410156,185571.5
325,321.2060493007571,214.4929962158203,399171.21875
326,373.1411347775015,213.25599670410156,329702.65625
327,386.23235537472124,207.07699584960938,329023.1875
328,409.1387076258522,209.54800415039062,399213.1875
329,417.2634853825752,203.26400756835938,2814379.75
330,419.1832582594994,213.25599670410156,601896.25
331,419.2426430825248,213.25599670410156,124061.9609375
332,420.1865568235163,213.25599670410156,163023.484375
333,423.1544833658872,207.07699584960938,715232.375
334,425.13379539876763,212.02000427246094,153218.96875
335,429.26402940117765,213.25599670410156,250527.15625
336,439.1494534824458,209.54800415039062,213101.125
337,449.23577136436694,204.50100708007812,725363.0625
338,459.23786097095564,213.25599670410156,117507.265625
339,471.2378225383604,207.07699584960938,991053.8125
340,481.2953118246891,208.31300354003906,195489.0625
341,499.3056592200986,208.31300354003906,204304.171875
342,512.3016595553354,210.78399658203125,175556.34375
343,521.3115156788159,215.73300170898438,52558.58203125
344,307.19041700235056,212.02000427246094,233770.453125
345,313.1797653746334,207.07699584960938,951153.5
346,320.19386845728013,205.73599243164062,1862683.75
347,333.19672162055366,209.54800415039062,217562.390625
348,334.20939043570627,205.73599243164062,1610810.875
349,347.221879403464,205.73599243164062,1171526.875
350,351.2071747531812,209.54800415039062,1694112.125
351,368.21523927868895,209.54800415039062,369954.21875
352,371.18283074842736,205.73599243164062,1345282.625
353,372.2744317012277,217.0070037841797,155299.734375
354,385.1984369828653,205.73599243164062,2525852.25
355,397.22203548511817,209.54800415039062,245598.734375
356,408.27446180710166,205.73599243164062,977981.8125
357,435.12403452732457,212.02000427246094,720188.9375
358,457.22220054407137,207.07699584960938,885203.1875
359,467.2639839528919,215.73300170898438,270436.875
360,481.27969082024833,215.73300170898438,193851.890625
361,222.08430517193148,208.31300354003906,263957.5
362,275.1275402260169,209.54800415039062,326471.09375
363,282.1415580271323,203.26400756835938,644944.3125
364,296.15733704219593,203.26400756835938,844919.0625
365,372.21676900708565,210.78399658203125,307802.21875
366,377.2316600329894,217.0070037841797,109914.625
367,379.245226191405,215.73300170898438,191215.796875
368,381.2461808743372,207.07699584960938,1107210.125
369,388.16012359721594,205.73599243164062,1464775.5
370,394.25876985682333,204.50100708007812,713549.25
371,396.22315914906164,217.0070037841797,185878.46875
372,415.1518278935328,215.73300170898438,191677.109375
373,425.1127019040775,208.31300354003906,676220.5625
374,431.27929058124477,203.26400756835938,1073411.125
375,439.1283949473024,205.73599243164062,1498160.75
376,489.2484664416002,209.54800415039062,646881.625
377,517.4199381468115,222.13999938964844,736912.5625
378,750.406236642379,215.73300170898438,98827.125
379,814.5526237328863,219.48399353027344,428738.15625
380,253.14325371601845,215.73300170898438,296507.21875
381,261.148397093146,205.73599243164062,247045.34375
382,261.1483683854087,219.48399353027344,183336.890625
383,280.23522381710376,217.0070037841797,104241.9296875
384,327.19544744999195,205.73599243164062,1108287.875
385,329.17477649879555,210.78399658203125,486283.8125
386,345.1697771468187,215.73300170898438,221694.59375
387,352.2112115072091,210.78399658203125,474694.5
388,364.22005005261576,205.73599243164062,2.1441922E7
389,378.1996213255724,213.25599670410156,235110.828125
390,385.1412148570238,210.78399658203125,1130505.375
391,399.1568013474832,212.02000427246094,1271133.625
392,402.17589752827126,205.73599243164062,2944419.75
393,405.1675024241545,213.25599670410156,504053.71875
394,415.2480531035322,212.02000427246094,461470.625
395,475.2326712203162,208.31300354003906,632575.25
396,649.4651033680414,218.2449951171875,167142.34375
397,822.4813196917737,219.48399353027344,163662.96875
398,332.19381033419086,208.31300354003906,1935807.75
399,334.17324048525916,214.4929962158203,247647.453125
400,343.19056340732715,212.02000427246094,698626.375
401,378.2272681889034,212.02000427246094,1660855.25
402,380.24311012092187,208.31300354003906,5215001.0
403,397.1679553951381,213.25599670410156,730083.0625
404,429.21083483222094,217.0070037841797,137985.34375
405,447.2741780038943,213.25599670410156,370827.34375
406,801.5520212103794,219.48399353027344,523519.25
407,89.00405175872413,222.13999938964844,41357.18359375
408,333.20599805070617,205.73599243164062,7168866.0
409,338.19608365282085,218.2449951171875,454523.375
410,374.29007289369633,215.73300170898438,222434.6875
411,393.20354626817425,217.0070037841797,187427.96875
412,393.22692567225215,205.73599243164062,347634.09375
413,143.01251681813628,224.6219940185547,155416.046875
414,263.12768256395583,213.25599670410156,518338.5625
415,355.2477116893835,224.6219940185547,304802.625
416,395.2195334169168,215.73300170898438,957920.125
417,478.29249012280104,223.38099670410156,147410.15625
418,621.3099007234255,220.72300720214844,130046.9140625
419,701.4092998419425,217.0070037841797,172991.703125
420,1047.847384214041,220.72300720214844,1027738.9375
421,259.209554370372,223.38099670410156,110617.625
422,276.1625979414378,225.86399841308594,218809.03125
423,294.14155052313606,203.26400756835938,728903.6875
424,336.2168685101073,205.73599243164062,1221815.75
425,336.2168219932509,222.13999938964844,299234.34375
426,337.23714911928596,218.2449951171875,520832.5625
427,366.22744270312967,208.31300354003906,4267041.0
428,381.216763334769,223.38099670410156,163810.859375
429,473.3184275271748,223.38099670410156,142139.4375
430,535.4396540284617,224.6219940185547,959631.6875
431,664.4569674877832,219.48399353027344,1590101.375
432,665.4604074770451,218.2449951171875,360866.65625
433,802.5551937051509,218.2449951171875,220307.859375
434,815.5559065335326,219.48399353027344,210942.78125
435,302.1962162348708,220.72300720214844,200552.96875
436,321.1696491661928,218.2449951171875,469614.5625
437,334.2045005796175,225.86399841308594,189158.171875
438,336.18016344310246,222.13999938964844,184622.28125
439,336.18891117148576,212.02000427246094,338108.65625
440,346.2094539419497,205.73599243164062,2930618.5
441,391.1514323906415,219.48399353027344,142921.546875
442,395.240639705199,224.6219940185547,130753.4140625
443,455.1235162077194,209.54800415039062,421490.21875
444,561.4739831951268,218.2449951171875,371092.53125
445,628.4726690054855,219.48399353027344,134069.328125
446,340.2563155389695,217.0070037841797,478548.0
447,349.1648744089734,222.13999938964844,280651.78125
448,394.2221132279421,218.2449951171875,433079.875
449,434.1997507304381,225.86399841308594,105323.5390625
450,638.3367769974531,220.72300720214844,406779.53125
451,682.4870600895146,218.2449951171875,350634.25
452,208.16954849432375,228.46800231933594,197228.5625
453,211.09648115627314,219.48399353027344,362028.59375
454,311.14899974158817,225.86399841308594,376856.34375
455,357.2635584682219,218.2449951171875,408856.9375
456,359.26136221040065,228.46800231933594,107618.9921875
457,369.22711306675944,225.86399841308594,146306.5
458,384.2740572430541,228.46800231933594,143535.546875
459,393.19062866892295,228.46800231933594,254111.390625
460,403.23250059388147,225.86399841308594,143173.328125
461,428.20701823977646,218.2449951171875,402726.125
462,435.2376432994005,229.7100067138672,87500.15625
463,507.2572532914862,224.6219940185547,268759.25
464,518.424511904829,222.13999938964844,168968.171875
465,522.2492590921382,229.7100067138672,138236.890625
466,647.4584979246472,217.0070037841797,1605510.25
467,668.5177356969405,220.72300720214844,63383.7109375
468,268.1624008379718,228.46800231933594,113898.0234375
469,292.19054632156156,219.48399353027344,687518.1875
470,306.25409049562245,229.7100067138672,228760.8125
471,329.21447047578687,223.38099670410156,232985.796875
472,339.25307102850655,218.2449951171875,2090312.5
473,354.2849377695105,225.86399841308594,55001.27734375
474,361.2216047758378,228.46800231933594,164191.3125
475,364.183386703323,222.13999938964844,168154.84375
476,365.26829656397535,228.46800231933594,86985.1640625
477,376.2970648663113,229.7100067138672,296889.40625
478,386.19615978618515,229.7100067138672,194037.34375
479,409.19927381494205,225.86399841308594,117749.71875
480,419.2781494863977,233.80099487304688,132194.09375
481,445.258774005823,214.4929962158203,321801.5625
482,461.25320754037284,235.04400634765625,168444.5
483,477.24832575986886,228.46800231933594,95005.703125
484,498.30600191711557,229.7100067138672,108628.1796875
485,506.2542138093234,225.86399841308594,630556.1875
486,530.3116879688088,223.38099670410156,235441.953125
487,637.3053993617193,224.6219940185547,323921.40625
488,229.19910161241128,228.46800231933594,129135.921875
489,245.19392202378083,229.7100067138672,243300.40625
490,282.1780416943248,227.2259979248047,100973.9765625
491,291.12260096006,212.02000427246094,380884.28125
492,303.1226521368701,223.38099670410156,209626.0625
493,309.1808141022564,225.86399841308594,127585.6953125
494,316.25650494942045,230.95399475097656,68949.9375
495,329.2433198472667,228.46800231933594,326487.625
496,331.2015572052889,225.86399841308594,336514.46875
497,372.3190974759668,223.38099670410156,147406.15625
498,378.248625923689,225.86399841308594,135450.875
499,384.7721076175595,228.46800231933594,161900.796875
500,425.2856488525281,230.95399475097656,124754.6484375
501,447.2378758947102,236.28700256347656,112567.7890625
502,489.2271705009601,227.2259979248047,432853.96875
503,143.0160528547042,222.13999938964844,336923.46875
504,231.1785875208759,230.95399475097656,101239.9921875
505,288.18026017338394,225.86399841308594,664651.0
506,317.1383344639578,218.2449951171875,243650.203125
507,322.1647473006236,227.2259979248047,169390.796875
508,322.23759513810035,230.95399475097656,80484.265625
509,324.1803770728657,223.38099670410156,279880.59375
510,338.2436307311059,230.95399475097656,200492.84375
511,350.1596296140913,227.2259979248047,120214.0078125
512,362.20440027102256,210.78399658203125,1844715.875
513,379.2239314381625,230.95399475097656,81110.265625
514,388.26913065846975,225.86399841308594,155284.390625
515,394.3526778826769,229.7100067138672,97943.6328125
516,396.2502509386407,229.7100067138672,60870.86328125
517,411.2143527713086,224.6219940185547,615907.375
518,421.22204099973726,233.80099487304688,99955.09375
519,501.2252415993678,215.73300170898438,96803.640625
520,516.2965004534302,228.46800231933594,182900.140625
521,161.09605228183224,232.55799865722656,43379.12109375
522,198.18526914948671,228.46800231933594,166164.71875
523,221.08080105860972,209.54800415039062,1860025.875
524,237.07549890299228,219.48399353027344,266713.25
525,251.09113709786365,218.2449951171875,125665.8125
526,262.1434246939358,233.80099487304688,104407.625
527,271.11746424324394,225.86399841308594,437463.15625
528,279.1226568261385,210.78399658203125,838323.9375
529,283.2627881712431,230.95399475097656,93372.7578125
530,285.24239056938023,230.95399475097656,34155.08203125
531,317.1748157037226,213.25599670410156,663015.0
532,320.24326093735687,233.80099487304688,75265.9921875
533,335.14874916687097,228.46800231933594,133233.90625
534,340.3484498005501,230.95399475097656,72446.8359375
535,341.2322873856132,235.04400634765625,130019.8203125
536,352.19655611123625,229.7100067138672,238236.78125
537,352.32104199856565,228.46800231933594,88026.203125
538,354.3367795259783,232.55799865722656,35680.921875
539,358.2587171772993,232.55799865722656,70434.1171875
540,363.18021960574174,218.2449951171875,613715.8125
541,363.1801313583098,230.95399475097656,480718.25
542,367.2843729097937,225.86399841308594,407580.34375
543,383.2259227215167,229.7100067138672,247057.65625
544,387.1567558311652,207.07699584960938,7249862.5
545,390.2848824041765,224.6219940185547,1218100.625
546,396.2380047783293,224.6219940185547,1513624.125
547,396.23814977206763,212.02000427246094,1051407.25
548,398.2535735777675,230.95399475097656,112740.59375
549,418.3159203503426,229.7100067138672,148622.15625
550,432.2014717739582,229.7100067138672,83793.5625
551,454.3162018852722,233.80099487304688,92443.6796875
552,475.268749279872,236.28700256347656,115013.109375
553,480.29564054887766,218.2449951171875,179667.296875
554,490.22986591446937,225.86399841308594,182293.859375
555,503.2410687972945,233.80099487304688,87342.0625
556,531.3327683843648,229.7100067138672,47268.6953125
557,686.4445163670522,232.55799865722656,113743.1796875
558,1046.8446604681467,220.72300720214844,1334056.75
559,189.12733777901997,229.7100067138672,138015.09375
560,227.20053766460916,233.80099487304688,77833.2265625
561,255.09902998475437,235.04400634765625,77391.8046875
562,265.2158401727787,241.75100708007812,49165.54296875
563,281.247389281634,233.80099487304688,71531.234375
564,292.07124899559085,233.80099487304688,47002.9453125
565,317.1151169619543,220.72300720214844,379634.65625
566,320.1574103567234,229.7100067138672,165705.0
567,335.2210733128603,235.04400634765625,363754.25
568,346.14146841456477,233.80099487304688,340172.28125
569,384.09711323069274,233.80099487304688,84529.71875
570,388.3415967122833,225.86399841308594,223143.25
571,391.2110659940649,235.04400634765625,138808.6875
572,399.22018616667987,230.95399475097656,119146.7578125
573,401.17248962479096,205.73599243164062,1.372902E7
574,411.20130136267124,215.73300170898438,223126.46875
575,417.16736217180363,210.78399658203125,1963761.625
576,417.167150526109,225.86399841308594,1052181.5
577,418.2711364650341,229.7100067138672,178144.171875
578,439.24559830588447,229.7100067138672,87280.15625
579,484.3844287467576,235.04400634765625,115675.4140625
580,531.4078277152986,223.38099670410156,562032.25
