PeakID,Peak mass,Peak RT,Peak intensity,Peak logFC,polarity,Peak transform,Group ID
62,242.102435272,480.05724589,495948.291667,-0.188167187557,positive,M+H,1096,241.0950803186
63,240.107574657,475.386734009,458965.109375,0.0195382812982,positive,M+H,1155,239.100298205
64,240.107587587,480.025390625,426002.197917,0.208293861808,positive,M+H,1229,239.1003691225
65,322.139709744,485.963892619,382931.708333,-0.0452959082654,positive,M+H,312,321.1309919713
66,214.107339257,480.54220581,378385.46875,0.0736429037786,positive,[M-CO]+H,1096,241.0950803186
67,319.136468433,480.503540039,366267.96875,-0.210279409627,positive,M+H,1368,318.1291919805
68,245.063117587,481.291727702,322967.596354,0.114582183155,positive,[M-NH3]+Na,1229,239.1003691225
69,360.165153133,485.068496704,317885.984375,0.069700168822,positive,M+H,1480,359.1578766814
70,223.071211519,483.875396728,218474.429688,-0.0190881623746,positive,M+H,1822,222.0639350673
71,268.103884814,470.499679565,114323025.083,4.73074376845,positive,M+H,14,267.0966083617
72,270.154506658,467.797449748,43224110.6667,0.44190777091,positive,M+H,34,269.147343158
73,338.144440893,467.591389974,2340333.38542,1.07098961747,positive,[M+CH2O2]+Na,34,269.147343158
74,270.109145096,470.888203939,963108.458333,20.8676069112,positive,M+H,672,269.1018686444
75,527.231267436,467.38411967,1306689.42708,0.437907624721,positive,M+H,550,526.2239909838
76,292.10237495,470.778249105,672199.432292,0.988341407877,positive,M+H,869,291.0950984978
77,372.19989953,473.814849853,205142.984375,18.6404265556,positive,M+H[C13],606,370.1891612675
78,252.108880737,440.708236694,113245480.667,2.72483989264,positive,M+H,15,251.1016042855
79,345.129210279,438.862742106,1728437.71354,2.69230140071,positive,[M+NH3]+H,452,327.0954302188
80,366.058624557,438.01453654,1256524.00521,2.53686826763,positive,M+K,452,327.0954302188
81,366.094984033,445.895319621,1582609.54167,0.392232876858,positive,M+K,45,327.131727906
82,328.102737992,438.444325765,1065570.85677,2.70515682558,positive,M+H,452,327.0954302188
83,254.114036934,440.504928589,784117.84375,2.31694066078,positive,M+H,779,253.1067604821
84,478.205078511,438.855575562,585404.658854,14.4482796923,positive,M+H,960,477.1978020585
85,311.131908644,444.870681763,598239.755208,0.316762312062,positive,[M-H2O]+H[C13],45,327.131727906
86,371.073795197,440.086664836,374731.523438,0.959920400201,positive,M+H,1343,370.0665187449
87,152.056645363,586.978332519,94063966.1667,-3.27719784743,positive,M+H,16,151.0493689112
88,182.081167416,585.930135091,11919483.4792,-3.27355388633,positive,M+H,100,181.0738953433
89,267.119934671,586.5115153,8539455.66667,-24.0205390514,positive,M+H,128,266.1126582189
90,303.10619296,589.429239909,2286345.70833,-22.1170864603,positive,M+H,366,302.0989112356
91,175.107754069,584.082275391,2066285.05469,-10.0643871459,positive,M+H,396,174.1004776166
92,325.088125146,588.182759603,1681275.33333,-21.6600379046,positive,M+Na,366,302.0989112356
93,160.108021052,586.952341715,1845250.39583,-0.58072782071,positive,M+H,425,159.1007446005
94,239.150177473,589.234446208,1821531.875,-0.381260390169,positive,M+H,429,238.1429010213
95,219.097575396,589.036722819,818169.942708,-1.56181850335,positive,M+H,751,218.0902989439
96,428.139636694,590.347915649,532727.223958,-14.0836089371,positive,M+H,1037,427.1323602421
97,403.157278626,590.265645345,353886.979167,-19.4200714503,positive,M+H,1389,402.1500021739
98,333.130627593,588.602864583,337883.1875,-19.3571208101,positive,M+H,1432,332.1233511406
99,238.107343168,590.67960612,272998.197917,-19.0579232,positive,M+H,1611,237.1000667162
100,278.123281865,543.14453125,159760402.667,-0.153322490514,positive,M+H,10,277.1160088021
101,618.260413164,538.731180827,659584.145833,9.46537234086e-05,positive,M+H,881,617.2531367117
102,129.065819503,631.157806396,147611048.0,0.299657871527,positive,[M-H2O]+H,12,146.069109563
103,332.15514426,630.536590576,1151405.80208,1.46439510402,positive,[M+NH3]+H,277,314.1211820762
104,315.128337494,630.156422933,420294.401042,1.19046382939,positive,M+H,277,314.1211820762
105,413.300953997,629.87197876,309048.882812,1.84202734658,positive,M+H,1513,412.2936775451
106,233.149433284,630.400573731,162167.369792,18.2979193767,positive,M+H,126,232.1423804422
107,126.054949149,423.338363647,149984480.0,-0.161194800472,positive,M+H,11,125.047671987
108,157.097174401,414.305964152,552844.395833,-0.182757461827,positive,M+H,1014,156.0898954393
109,130.086262168,567.406636556,147020502.667,-0.00274836763171,positive,M+2H,13,258.1579710683
110,180.086594831,567.405598958,2007125.64583,-0.251638273826,positive,[M+NH3]+2H,402,341.1321286268
111,342.139430767,568.891988118,1866183.60417,-0.219921469167,positive,M+H,402,341.1321286268
112,506.187122169,569.504038493,1281257.58333,0.117783116097,positive,M+H,556,505.1798457168
113,146.117541387,575.196065267,1084498.29167,0.0592214780638,positive,M+H,628,145.1102649349
114,304.150219113,568.904886882,422434.078125,-0.283043580301,positive,M+H,998,303.141966698
115,366.063730209,570.578267415,380129.84375,-0.275745652191,positive,M+H,1330,365.0564537569
116,604.245016849,564.892822266,484968.40625,0.0780189735268,positive,M+H,1114,603.2377403975
117,345.121233589,565.748158773,206593.320312,0.0159083883097,positive,M+H,1877,344.1139571366
118,244.09277961,560.43766276,69691591.0,2.56871063853,positive,M+2H,22,486.1710690695
119,487.178509854,560.028299967,22417940.0417,4.92859346756,positive,M+H,22,486.1710690695
120,436.14496831,563.887980143,5568088.25,0.566746000906,positive,M+H,185,435.1376918583
121,437.187866232,560.862640381,4675920.33333,1.41926844075,positive,[2M-CH2O2]+H,209,241.0935382189
122,509.160809046,561.070943197,1328615.68229,2.72959736982,positive,M+Na,22,486.1710690695
123,373.171577265,563.834452311,1151345.68229,2.37271041153,positive,M+H,592,372.1643008134
124,402.150402478,561.739959717,1445343.17708,0.72308254329,positive,M+H,517,401.1431260263
125,366.150681368,563.630421956,812523.875,0.778727043755,positive,[M-NH3]+K,755,344.2149907254
126,291.097365503,558.783813477,622850.619792,0.423537560409,positive,M+H,921,290.0900890509
127,361.171490002,557.429636637,224825.858073,2.25240767271,positive,M+H,1803,360.1642135504
128,477.140945056,563.033172607,234359.070312,0.142857993701,positive,M+H,1756,476.1336686044
129,156.076787083,621.605295817,60069201.0833,-5.47471075198,positive,M+H,25,155.0695106307
130,184.073327328,616.38172404,18917620.3333,-0.57220788415,positive,M+H,66,183.0660508762
131,374.798327967,623.264200846,2559477.5,-22.276221974,positive,M+H,334,373.7910515151
132,498.260008073,618.068389893,2039331.77083,-1.08429061728,positive,M+H,401,497.2527316208
133,159.076428751,611.31922404,2280946.375,-1.34924580741,positive,[M+ACN]+2H,368,275.1116497183
134,375.132642322,624.096720378,1356136.0,-21.3626783922,positive,M+H,536,374.1253658703
135,561.694298204,621.588765462,510576.0,-19.9525377815,positive,M+H,1070,560.6870217516
136,375.466964889,622.860677083,454587.947917,-19.7870865925,positive,M+H,1170,374.4596884366
137,251.123689049,621.626383464,764170.09375,-0.399518544909,positive,M+H,793,250.1164125969
138,275.134708294,619.361409505,530733.057292,-1.29661226117,positive,[M-C2H2]+H,929,300.1431992225
139,381.311201104,617.480600993,491530.151042,-0.558265889457,positive,M+H,1103,380.3039246519
140,562.195764515,623.210327148,315586.677083,-19.2654811504,positive,M+H,1486,561.1884880626
141,262.05050614,619.518554688,324260.986979,-0.67677932485,positive,M+H,1464,261.0432296884
142,360.14984571,657.966522217,65120392.6667,2.25220080552,positive,M+H,23,359.142569258
143,590.229283182,659.155629476,2749210.25,0.474951524542,positive,M+H,319,589.2220067302
144,506.208721288,660.6153361,1151287.25,2.41573697931,positive,M+H,593,505.2014448363
145,492.192451588,650.707316081,1642019.89583,0.794298998285,positive,M+H,469,491.1851751362
146,468.249266463,649.890645345,705355.385417,0.75497113994,positive,M+H,847,467.2417738774
147,415.316628719,646.40032959,566646.807292,0.597797672374,positive,M+H,990,414.3093522672
148,408.208758943,662.260152181,439681.536458,0.615096930999,positive,M+H,1194,407.2014824905
149,411.285266765,650.691650391,284552.268229,2.59794198838,positive,M+H,1569,410.2779903133
150,654.245096044,657.649831136,307891.101562,0.592782091696,positive,M+H,1515,653.2378195919
151,363.157766382,657.709838867,224834.798177,1.91185507371,positive,M+H,1802,362.1504899299
152,869.273546118,662.055745443,273040.864583,0.332155987238,positive,M+H,1610,868.2662696662
153,708.224778415,660.462504069,125613.018229,17.9204495665,positive,M+H,2228,707.2175019629
154,507.192250923,658.823059082,140822.703125,18.1012493813,positive,M+H,2161,506.1849744711
155,433.327229145,662.508951823,81743.6197917,17.3138358078,positive,M+H,2438,432.3199526926
156,104.070566028,645.612792969,62774340.0,-3.273403446,positive,M+H,24,103.0632895765
157,432.171074487,641.934173584,487710.744792,-0.563404248095,positive,M+H,1109,431.1637980354
158,199.100554521,642.373382568,355588.354167,-0.975060325583,positive,M+H[C13],205,197.0899069218
159,205.068271247,613.519643148,85593966.6667,0.823469835201,positive,M+H,18,204.0609947953
160,387.147151829,613.521738688,3496358.72917,0.854295242822,positive,M+H,259,386.1398753767
161,288.107501539,614.321807861,4400489.45833,0.314991867143,positive,M+H,217,287.1002304745
162,307.099994852,613.115763346,1898812.3125,0.261928102927,positive,[M-NH3]+Na,418,301.137267357
163,376.144937272,619.542785644,888701.6875,1.29995943859,positive,M+H,712,375.1376335035
164,280.138890032,501.403274536,88422154.6667,0.357902206886,positive,M+H,17,279.1316168401
165,385.160393717,503.149449666,1417320.97396,2.68765330987,positive,M+H,524,384.1531518084
166,284.073854715,500.840215047,869128.760417,2.10366800782,positive,M+H,725,283.0665782627
167,537.19280239,498.97579956,478391.4375,19.8591433196,positive,M+H,1123,536.185525938
168,389.131788842,504.421737671,455444.942708,0.485214690535,positive,M+Na,105,366.1426854528
169,300.047824164,502.317492676,266003.265625,7.76833564168,positive,[M-C2H2]+K,475,287.1002677313
170,314.144619518,503.212865194,394169.239583,0.296841525279,positive,M+H,1300,313.1373430661
171,390.115739551,503.294659424,238605.496094,7.23998315156,positive,[M-NH3]+Na,524,384.1531518084
172,542.148259275,501.459065755,200558.651042,18.6117275168,positive,M+H,1909,541.1409828231
173,406.089903818,501.936726888,100621.039062,17.5701061108,positive,[M-NH3]+K,524,384.1531518084
174,226.118526261,417.763366699,84567800.0,0.314028174659,positive,M+H,19,225.1112410957
175,375.139783112,413.971089681,2720578.90625,2.81891916059,positive,M+H,323,374.1325165584
176,375.139811303,413.971089681,2720578.90625,2.81891916059,positive,M+H,323,374.1325165584
177,396.069146914,420.024836222,1994153.48958,2.50065613784,positive,M+K,355,357.1059353707
178,358.113193394,419.40469869,2388192.04167,2.61137857307,positive,M+H,355,357.1059353707
179,452.213805125,418.588816325,1456758.63542,0.822850106002,positive,M+H,513,451.206625115
180,266.072461798,419.000432332,1116741.54167,0.301247693363,positive,M+H,618,265.0651853459
181,380.095057983,418.792714437,630913.643229,2.22865258155,positive,M+Na,355,357.1059353707
182,371.192486387,413.75587972,559921.78125,1.20554498899,positive,M+H,1003,370.185209935
183,490.170016877,418.353190104,489946.838542,0.67696710005,positive,M+K,513,451.206625115
184,294.154484282,470.747024536,81870414.6667,0.0946050296857,positive,M+H,20,293.1472078295
185,355.161137974,473.917277018,6807121.5,-0.323451374502,positive,M+H,162,354.1539132134
186,364.161349845,465.888534546,1472609.85417,-0.0683679725757,positive,M+H,507,363.1540733932
187,393.11691998,470.939783732,683008.322917,-0.210394347668,positive,M+H,861,392.1096435277
188,390.211998151,470.487965902,580389.739583,-0.169777600077,positive,M+H,969,389.2047216994
189,390.211961702,467.788029989,573042.651042,-0.156043670225,positive,M+H,983,389.2046852496
190,313.114420829,463.193669637,463238.953125,0.242804657511,positive,M+H,1146,312.1071443773
191,532.439447658,221.532653809,75539797.3333,0.0183455550224,positive,M+H,21,531.4322106693
192,663.453483734,219.059740702,2638635.8125,-0.122329215827,positive,M+H,331,662.4462611578
193,680.480152775,219.53263855,2151818.41667,-0.200929055568,positive,[M+NH3]+H,331,662.4462611578
194,654.332064413,221.743970235,1789682.89583,0.186274246772,positive,M+H,436,653.3242579815
195,801.551991607,218.844062805,442598.494792,0.127887691787,positive,M+H,1186,800.5447151549
196,638.33656167,220.835678101,366315.080729,-0.0107229352009,positive,M+H,1367,637.3292852177
197,538.398115948,220.215988159,327270.713542,-0.0837430755231,positive,[M-NH3]+Na[C13],21,531.4322106693
198,363.216411716,206.973096212,57111056.0,-2.0003664754,positive,M+H,26,362.2091352643
199,387.156711293,206.990206401,6139243.91667,-1.88558239973,positive,M+H,174,386.1494313639
200,417.263446347,206.872543335,1916018.22917,-2.29131548683,positive,M+H,413,416.2561808308
201,439.128349186,206.090947469,1536317.76042,-1.29395442267,positive,M+H,492,438.1210727337
202,425.112567289,207.611083984,802683.78125,-1.49728582556,positive,M+K,174,386.1494313639
203,396.23801849,217.238189697,1319279.45833,-0.260053164916,positive,M+H,548,395.2306735119
204,371.182664083,205.846598307,555818.4375,-20.0679662065,positive,M+H,1009,370.1753876309
205,471.237677732,206.562433879,615658.665365,-2.78857453441,positive,M+H,930,470.2304012802
206,431.279300566,206.629997253,765279.505208,-1.81605137615,positive,M+H,792,430.2731740969
207,527.204608485,206.064651489,517805.867188,-2.531050332,positive,[M+CH3OH]+K,1060,456.2149762732
208,457.221985562,206.594558716,502257.855469,-8.69128474558,positive,M+H,1060,456.2149762732
209,419.183354047,212.498217265,486106.039062,-1.8070192887,positive,M+H,1112,418.1760775952
210,514.316717726,205.665636698,467373.628906,-1.92076488763,positive,M+H,1140,513.3094412736
211,513.188842642,207.457580566,418300.026042,-14.3854280113,positive,M+K,1242,474.2255005581
212,449.23556581,204.79990387,467849.08724,-2.81485138929,positive,M+H,1138,448.2282653976
213,423.154285727,207.618982951,472097.382812,-2.2355420003,positive,M+H,1131,422.1470092754
214,489.24831311,210.882497152,402430.408854,-2.46226333796,positive,M+H,1286,488.2410366582
215,475.232586258,209.25753479,315414.728516,-8.6430146841,positive,M+H,1242,474.2255005581
216,500.300793582,207.653340658,320722.071615,-1.48402303508,positive,M+H,1473,499.2935171298
217,506.275191177,206.778144836,264477.335938,-13.4950179206,positive,M+H,1645,505.2679147246
218,409.13863941,208.893343608,258642.417969,-2.50262382789,positive,M+Na,174,386.1494313639
219,492.259249947,207.972808838,219291.682292,-18.7348299047,positive,[M+NH3]+H,1242,474.2255005581
220,368.215086324,211.53696696,331153.25,-0.762708501388,positive,M+H,1450,367.207809872
221,435.274163429,206.54280599,306728.981771,-0.827516871069,positive,M+H,1519,434.2668869774
222,393.226787174,210.952980042,235606.036458,-1.79080483291,positive,M+H,1748,392.2195107222
223,386.232144848,206.496302287,199567.676432,-2.33680716059,positive,M+Na,1252,363.2413752733
224,503.300573174,206.277013143,125761.429688,-17.9197358699,positive,M+H,2226,502.2932967219
225,372.216688943,211.313873291,142890.510417,-18.1224449347,positive,[M-CO]+Na,490,377.2201982543
226,399.253021332,204.999186198,162769.484375,-1.28619714334,positive,[M-H2O]+H,413,416.2561808308
227,522.202995662,661.0284729,54129896.0,-1.27438963854,positive,[M+NH3]+2H,28,1025.3648466021
228,1026.37149547,661.640024821,1079177.00521,-2.06150907757,positive,M+H,28,1025.3648466021
229,1009.34398357,659.360473633,553378.688802,-3.91458084966,positive,[M-NH3]+H,28,1025.3648466021
230,668.260378191,660.794637044,608444.296875,-0.996427457467,positive,M+H,932,667.2531017395
231,1031.32602831,659.957305908,506503.317708,-2.13601161929,positive,[M-NH3]+Na,28,1025.3648466021
232,525.210905942,665.340209961,417113.848958,-1.24366075961,positive,[M-C2H2]+K,1247,512.2616668831
233,157.060786496,510.989924113,56143850.6667,0.773621434559,positive,M+H,27,156.0535100438
234,228.097782529,513.57119751,8614450.20833,2.1035929997,positive,M+H,127,227.0905195039
235,176.091725695,508.088002523,11421670.25,0.688742221382,positive,M+H,103,175.0844492434
236,456.207498752,509.74949646,7845731.91667,0.475349933087,positive,M+H,142,455.2002342255
237,288.10753625,503.504048665,1615458.51562,2.94108850755,positive,M+H,475,287.1002677313
238,261.094332521,509.324971517,1754777.77083,0.151009850633,positive,[M-NH3]+Na,441,255.1315900732
239,221.092019447,510.77579244,1230019.64583,0.995202930389,positive,M+H,568,220.0847429946
240,250.079718037,513.397959391,605171.674479,2.73282550675,positive,M+Na,127,227.0905195039
241,387.191055241,514.629313151,523826.591146,1.71357820099,positive,M+H,1051,386.1853304801
242,225.086893489,513.563100179,704764.75,0.624956231213,positive,[M-H2O]+H,848,242.0901802441
243,233.063136103,508.798400879,546663.494792,0.8526606792,positive,M+H,1021,232.055859651
244,253.128030218,513.326024373,457461.494792,1.11617187416,positive,M+H,1163,252.1207537665
245,243.097454455,513.792012533,465201.369792,1.03392962037,positive,M+H,848,242.0901802441
246,478.18972613,508.46248881,409674.018229,0.690597405264,positive,M+Na,142,455.2002342255
247,534.241025501,516.907267253,357949.885417,0.653333391962,positive,M+H,1331,533.2331318336
248,534.240981067,513.565882365,318908.989583,0.779506010539,positive,M+H,1478,533.2337046148
249,197.053280259,511.896224976,235947.106771,0.861836014232,positive,M+H,1747,196.0460038068
250,381.151522481,511.957458496,141002.830729,18.1000269243,positive,M+H,1094,380.1435227002
251,137.045789792,511.48479716,34309117.4792,-4.98693810161,positive,M+H,43,136.0385133404
252,388.181265752,512.985418701,14052501.5078,-12.819461224,positive,[M+NH3]+H,89,370.147454076
253,393.136585482,514.201039632,2739106.16406,-4.71489076987,positive,M+Na,89,370.147454076
254,325.112934177,515.455535889,2234036.91146,-2.85600464409,positive,M+H,372,324.1056577252
255,371.154923823,512.676920573,874879.583333,-20.7329845826,positive,M+H,89,370.147454076
256,529.175657542,512.676920573,603893.03125,-20.1772070563,positive,M+H,939,528.1683810901
257,409.110696102,514.345418294,586766.427083,-20.147331702,positive,M+K,89,370.147454076
258,316.161598611,512.538533529,1107256.97917,-0.530197135572,positive,M+H,622,315.154322159
259,163.060026819,503.314987183,899283.598958,-1.21289231072,positive,M+H,706,162.0527503665
260,465.102850654,511.04111735,835963.322917,-0.966299931816,positive,M+H,741,464.0955742019
261,209.101992566,514.596603394,579474.247396,-14.7586516627,positive,M+H,971,208.0947161135
262,184.060501224,516.927947998,978350.927083,-0.309371077802,positive,M+H,670,183.0532247719
263,177.086938307,515.063527425,766258.0,-0.497406275842,positive,M+H,790,176.0796618553
264,353.155679371,512.752085368,497132.333333,-0.92272614023,positive,[M-CO]+H,1094,380.1435227002
265,193.070710018,514.229929606,511531.625,-1.1461487576,positive,M+H,1069,192.0634335659
266,439.197807158,512.948359171,422911.440104,-1.99399801959,positive,M+H,1237,438.1905307065
267,267.133755474,512.353276571,516275.901042,-1.13961500996,positive,M+H,1062,266.1264790215
268,268.140378648,514.765563965,312604.427083,-19.2442080357,positive,M+H,1497,267.1331021961
269,174.076116172,510.614262899,597109.744792,-0.266153096835,positive,M+H,944,173.0688397196
270,499.2032143,515.85949707,459414.90625,-0.240012994873,positive,M+H,1153,498.1959378483
271,305.080109248,512.291122437,379179.59375,-0.535584994574,positive,M+H,1336,304.0728327959
272,296.149242808,512.486450195,262564.447917,-0.69934175283,positive,M+H,656,295.141923623
273,518.196162891,510.956827799,122519.338542,-17.8746914898,positive,M+H,2237,517.1888864393
274,324.107816305,510.471913656,140985.674479,-18.1025344003,positive,M+H,2160,323.1005398526
275,257.058800123,512.333587646,219462.861979,-0.528527822887,positive,M+H,1816,256.0515236709
276,189.159682219,857.922210693,54086024.0,-0.312580234892,positive,M+H,29,188.1524057673
277,203.150267464,858.592427572,30957076.0,-0.634359670203,positive,M+H,46,202.1429910116
278,601.271664229,862.284454346,333135.997396,-0.696763536288,positive,M+H,1441,600.2643768495
279,295.165224725,853.832305908,176178.05599,-0.511244918345,positive,M+H,2001,294.1579482734
280,522.203100026,665.711964925,46785077.6667,-1.11259223927,positive,M+H,31,521.1958235741
281,258.108350435,493.472351074,35968513.0,2.20359031824,positive,M+2H,40,514.2022348063
282,361.124096319,492.990870158,4180131.5,2.12682046563,positive,[M+NH3]+H,223,343.0902950372
283,344.097604745,492.852971395,2955790.95833,2.07954849874,positive,M+H,223,343.0902950372
284,490.192053761,491.272420247,3875725.29167,0.410733114974,positive,M+H,233,489.1847773085
285,366.07954224,493.051615397,1647661.13542,1.96250375593,positive,M+Na,223,343.0902950372
286,370.160868048,491.45837911,1627798.60417,0.49230698997,positive,[M-H2O]+H,471,387.1642014962
287,295.128862599,494.928751628,1720838.35417,0.229432582239,positive,M+H,455,294.1215861468
288,382.053406246,492.604329427,846537.5,2.10885139293,positive,M+K,223,343.0902950372
289,406.181949552,503.473439535,980094.625,1.16042439886,positive,M+H,669,405.1746731002
290,515.210160012,494.394541423,505751.71875,19.9334594077,positive,M+H,40,514.2022348063
291,623.180897168,493.981079102,224846.328125,18.7537220194,positive,M+H,1801,622.1736207164
292,423.187052928,496.481882731,230336.875,18.81152664,positive,M+H,1773,422.1797764762
293,376.160167516,488.131067912,192999.244792,1.89402379948,positive,M+H,1937,375.1528910635
294,323.144608387,491.539423625,280670.346354,0.695975578978,positive,M+H,1583,322.1373319351
295,367.170933688,486.371546427,310729.442708,0.665180947523,positive,M+H,1504,366.1636572357
296,394.182118998,491.684987386,252331.983073,1.08735981228,positive,M+H,1689,393.1748425463
297,373.160509811,490.002955119,247569.765625,0.622914056402,positive,[M+ACN]+H,1710,331.1266783791
298,388.170826254,491.275655111,221501.30599,1.02592032788,positive,M+H,471,387.1642014962
299,332.133944845,490.245825195,145715.091146,6.91161943493,positive,M+H,1710,331.1266783791
300,284.148831721,491.490417481,172116.049479,0.406776101273,positive,M+H,2019,283.1415552694
301,160.133204966,466.73743693,41472828.6667,1.72406719539,positive,M+H,35,159.1259286362
302,226.128447349,466.73743693,33316065.6667,0.484252328192,positive,M+H,44,225.1211708965
303,166.049943992,451.923731486,719337.686849,3.21345004203,positive,M+H,832,165.0426675403
304,374.108169785,458.353739421,832694.119792,0.747704438112,positive,M+H,742,373.1008933332
305,434.236317231,467.575195312,588038.869792,0.751396876211,positive,M+H,957,433.2290407791
306,319.259227731,467.161417643,310946.583333,19.1991957528,positive,2M+H,35,159.1259286362
307,391.134528641,466.348856608,313374.802083,19.2350168,positive,M+H,1494,390.1272521893
308,339.147798928,467.15461731,382382.463542,0.839797632284,positive,[M+CH2O2]+Na[C13],34,269.147343158
